batting_team,bowling_team,venue,pitch_condition,temperature,humidity,overs_completed,runs_scored,wickets_lost,run_rate,last_5_overs_runs,striker_strike_rate,non_striker_strike_rate,partnership_runs,boundaries_hit,extras_conceded,predicted_total
Chennai Super Kings,Delhi Capitals,Narendra Modi Stadium,batting friendly,32,81,12.3,90,6,6.99,41,95.28,73.31,20,7,15,147
Delhi Capitals,Royal Challengers Bangalore,Sawai Mansingh Stadium,bowling friendly,27,37,18.0,86,10,4.5,27,56.69,51.48,46,8,5,120
Punjab Kings,Lucknow Super Giants,PCA Stadium,slow,40,57,7.8,42,2,5.77,22,79.88,65.55,33,4,15,120
Chennai Super Kings,Punjab Kings,Ekana Cricket Stadium,bowling friendly,39,37,16.9,86,4,5.35,34,69.06,65.43,35,8,9,120
Kolkata Knight Riders,Gujarat Titans,Eden Gardens,bowling friendly,38,52,17.0,85,4,4.72,28,62.63,57.58,46,8,3,120
Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,slow,29,66,11.4,67,2,6.22,39,82.04,63.33,38,5,8,123
Rajasthan Royals,Delhi Capitals,M. A. Chidambaram Stadium,dry,38,75,17.9,117,3,6.14,28,82.05,62.01,45,11,7,133
Royal Challengers Bangalore,Sunrisers Hyderabad,Sawai Mansingh Stadium,green,33,39,11.1,73,6,5.79,32,76.37,72.88,15,5,13,130
Chennai Super Kings,Rajasthan Royals,M. Chinnaswamy Stadium,bowling friendly,33,40,12.1,68,6,5.22,31,64.65,59.85,33,4,15,120
Rajasthan Royals,Punjab Kings,PCA Stadium,dry,28,82,16.5,104,1,6.3,36,83.61,72.4,29,11,11,130
Sunrisers Hyderabad,Delhi Capitals,Sawai Mansingh Stadium,bowling friendly,39,49,10.5,77,0,6.68,37,81.05,72.15,53,6,3,151
Lucknow Super Giants,Royal Challengers Bangalore,Narendra Modi Stadium,flat,37,31,12.3,116,2,9.83,62,136.16,114.87,27,7,14,191
Kolkata Knight Riders,Delhi Capitals,Arun Jaitley Stadium,dry,37,42,19.6,123,6,6.6,42,80.45,73.88,62,9,5,133
Sunrisers Hyderabad,Chennai Super Kings,Ekana Cricket Stadium,slow,34,87,15.9,96,0,5.74,26,73.0,68.15,42,7,11,128
Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,flat,35,73,19.6,194,0,10.12,45,123.81,115.99,87,21,9,204
Kolkata Knight Riders,Rajasthan Royals,PCA Stadium,green,29,80,15.8,104,0,6.37,31,78.3,65.52,69,10,5,127
Gujarat Titans,Kolkata Knight Riders,Sawai Mansingh Stadium,slow,35,52,15.9,79,8,5.34,30,71.17,63.7,12,8,14,120
Royal Challengers Bangalore,Lucknow Super Giants,PCA Stadium,flat,39,64,6.4,60,0,9.76,37,126.41,122.18,34,4,14,195
Gujarat Titans,Kolkata Knight Riders,Ekana Cricket Stadium,dry,31,76,14.2,94,2,7.02,45,93.32,70.57,64,6,7,137
Lucknow Super Giants,Kolkata Knight Riders,Ekana Cricket Stadium,bowling friendly,36,34,9.7,68,1,6.21,22,85.0,73.0,29,7,9,147
Rajasthan Royals,Sunrisers Hyderabad,Ekana Cricket Stadium,bowling friendly,30,79,8.4,33,4,4.5,16,61.65,45.99,21,3,3,120
Gujarat Titans,Sunrisers Hyderabad,M. Chinnaswamy Stadium,batting friendly,28,62,19.1,141,7,7.18,32,92.44,75.43,10,10,6,154
Punjab Kings,Gujarat Titans,Ekana Cricket Stadium,bowling friendly,36,71,13.2,71,4,5.22,28,66.33,55.02,15,6,5,120
Rajasthan Royals,Mumbai Indians,Arun Jaitley Stadium,bowling friendly,38,82,15.3,67,4,4.5,23,58.23,56.37,56,6,12,120
Kolkata Knight Riders,Delhi Capitals,PCA Stadium,green,35,37,17.8,105,6,5.88,33,76.04,65.53,33,10,15,126
Mumbai Indians,Rajasthan Royals,Ekana Cricket Stadium,bowling friendly,40,73,9.6,59,0,6.6,20,84.3,72.4,42,4,4,130
Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,green,29,50,11.8,69,3,5.54,30,72.87,64.7,65,5,10,120
Sunrisers Hyderabad,Kolkata Knight Riders,Rajiv Gandhi International Stadium,slow,27,36,11.5,60,3,5.47,34,71.66,67.85,55,4,4,120
Sunrisers Hyderabad,Punjab Kings,Arun Jaitley Stadium,dry,36,39,7.0,52,2,6.9,26,95.84,87.98,51,4,13,149
Delhi Capitals,Rajasthan Royals,Rajiv Gandhi International Stadium,dry,27,70,5.2,44,0,6.64,24,90.93,85.06,48,4,5,176
Delhi Capitals,Kolkata Knight Riders,M. A. Chidambaram Stadium,balanced,40,83,19.0,132,1,6.83,43,82.04,88.29,58,12,6,142
Punjab Kings,Chennai Super Kings,Sawai Mansingh Stadium,flat,29,89,9.2,87,3,8.99,30,114.01,98.51,21,6,8,190
Mumbai Indians,Royal Challengers Bangalore,M. Chinnaswamy Stadium,flat,28,51,17.6,173,2,9.97,62,125.03,107.28,75,16,9,195
Royal Challengers Bangalore,Mumbai Indians,Arun Jaitley Stadium,green,29,82,7.5,47,2,5.43,20,68.06,56.29,78,3,14,134
Delhi Capitals,Royal Challengers Bangalore,Sawai Mansingh Stadium,balanced,31,36,6.7,57,1,7.96,26,103.92,97.22,33,3,15,168
Gujarat Titans,Punjab Kings,Arun Jaitley Stadium,green,28,50,7.1,50,2,6.56,25,91.22,78.41,61,3,5,144
Sunrisers Hyderabad,Gujarat Titans,Eden Gardens,dry,40,69,9.0,56,3,6.57,25,81.81,73.45,44,4,4,131
Gujarat Titans,Delhi Capitals,M. Chinnaswamy Stadium,slow,29,75,17.9,84,8,4.5,27,58.14,53.31,13,8,12,120
Sunrisers Hyderabad,Gujarat Titans,Narendra Modi Stadium,slow,37,72,11.3,63,5,5.44,25,72.78,66.75,46,6,2,120
Punjab Kings,Gujarat Titans,Arun Jaitley Stadium,flat,40,69,15.0,150,0,9.64,44,117.97,120.89,50,15,9,195
Royal Challengers Bangalore,Mumbai Indians,Ekana Cricket Stadium,slow,29,90,9.8,66,0,6.36,21,79.21,74.36,26,5,8,131
Gujarat Titans,Punjab Kings,Ekana Cricket Stadium,bowling friendly,30,39,19.0,84,4,4.5,22,58.22,47.98,42,9,11,120
Kolkata Knight Riders,Delhi Capitals,PCA Stadium,slow,25,78,14.4,66,4,4.63,25,58.72,55.43,60,5,11,120
Royal Challengers Bangalore,Lucknow Super Giants,PCA Stadium,dry,32,53,9.6,73,1,7.39,23,101.76,95.39,54,6,15,149
Chennai Super Kings,Royal Challengers Bangalore,Wankhede Stadium,green,38,79,14.0,71,7,4.56,24,58.07,47.9,58,4,8,120
Chennai Super Kings,Punjab Kings,Eden Gardens,dry,31,89,5.8,37,1,7.1,23,88.28,89.03,35,2,6,126
Sunrisers Hyderabad,Gujarat Titans,Ekana Cricket Stadium,slow,25,64,8.9,53,4,6.15,22,74.62,62.16,67,3,9,128
Mumbai Indians,Lucknow Super Giants,PCA Stadium,dry,27,53,8.0,49,4,6.52,25,88.78,69.13,17,3,3,127
Punjab Kings,Mumbai Indians,M. A. Chidambaram Stadium,balanced,34,56,7.5,52,0,7.01,27,85.0,71.95,84,3,3,143
Chennai Super Kings,Mumbai Indians,Ekana Cricket Stadium,dry,25,57,19.1,135,0,6.94,38,88.47,69.85,43,9,11,146
Delhi Capitals,Punjab Kings,Ekana Cricket Stadium,batting friendly,34,32,10.9,90,4,8.4,45,104.74,96.85,36,6,3,164
Rajasthan Royals,Punjab Kings,PCA Stadium,slow,34,65,9.0,63,3,6.34,22,86.24,74.53,29,4,4,137
Punjab Kings,Mumbai Indians,M. Chinnaswamy Stadium,slow,40,37,6.1,36,4,6.2,22,76.71,75.73,16,2,7,126
Kolkata Knight Riders,Chennai Super Kings,M. A. Chidambaram Stadium,batting friendly,27,46,9.0,66,4,7.22,27,90.99,93.32,27,5,14,144
Chennai Super Kings,Kolkata Knight Riders,Ekana Cricket Stadium,green,37,63,17.9,113,1,5.92,28,79.32,73.33,61,8,13,135
Sunrisers Hyderabad,Punjab Kings,PCA Stadium,slow,34,70,9.7,67,1,6.42,19,83.83,78.8,83,5,13,136
Kolkata Knight Riders,Gujarat Titans,PCA Stadium,flat,39,39,8.1,86,2,9.46,34,120.5,105.79,28,7,2,215
Gujarat Titans,Sunrisers Hyderabad,Ekana Cricket Stadium,slow,32,85,5.8,36,3,5.37,20,66.06,66.46,30,3,3,124
Kolkata Knight Riders,Gujarat Titans,M. A. Chidambaram Stadium,flat,29,31,19.3,147,9,7.46,43,90.59,75.54,14,12,5,157
Royal Challengers Bangalore,Chennai Super Kings,Eden Gardens,flat,28,39,17.7,128,9,6.92,32,85.16,69.24,59,13,13,143
Kolkata Knight Riders,Rajasthan Royals,PCA Stadium,green,29,42,17.6,97,3,5.46,32,74.84,63.64,69,6,14,120
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,dry,27,41,8.9,49,4,5.76,21,77.92,74.43,21,3,14,120
Chennai Super Kings,Delhi Capitals,Wankhede Stadium,slow,40,64,5.4,45,0,7.09,27,86.24,88.68,78,5,5,174
Royal Challengers Bangalore,Gujarat Titans,Wankhede Stadium,green,34,36,18.9,116,1,6.32,40,83.06,70.32,27,11,3,126
Rajasthan Royals,Gujarat Titans,Ekana Cricket Stadium,bowling friendly,31,76,16.8,77,5,4.5,23,55.17,52.39,56,8,8,120
Gujarat Titans,Delhi Capitals,Sawai Mansingh Stadium,dry,35,75,5.8,45,0,6.64,20,87.17,82.16,76,4,4,159
Lucknow Super Giants,Kolkata Knight Riders,Rajiv Gandhi International Stadium,balanced,27,64,9.3,75,3,7.24,28,94.59,83.21,27,6,7,164
Punjab Kings,Delhi Capitals,Arun Jaitley Stadium,green,34,34,6.8,41,4,5.67,18,78.91,70.54,27,3,7,120
Royal Challengers Bangalore,Chennai Super Kings,PCA Stadium,slow,39,81,17.1,79,9,4.74,24,61.34,50.85,10,7,2,120
Lucknow Super Giants,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,batting friendly,36,82,17.4,134,6,7.75,41,96.26,94.88,10,10,7,156
Chennai Super Kings,Rajasthan Royals,Wankhede Stadium,flat,39,47,5.6,66,0,10.63,35,136.09,113.53,70,4,12,236
Rajasthan Royals,Mumbai Indians,Wankhede Stadium,slow,31,69,17.7,82,9,4.82,30,62.75,53.03,20,8,3,120
Chennai Super Kings,Sunrisers Hyderabad,Arun Jaitley Stadium,bowling friendly,35,57,15.5,85,2,5.19,25,66.61,60.72,62,9,9,120
Lucknow Super Giants,Delhi Capitals,Arun Jaitley Stadium,batting friendly,28,86,12.5,103,2,7.64,44,104.87,97.22,27,7,7,166
Kolkata Knight Riders,Punjab Kings,Arun Jaitley Stadium,dry,33,34,15.1,96,8,6.0,35,82.22,74.47,10,7,8,132
Royal Challengers Bangalore,Punjab Kings,Ekana Cricket Stadium,bowling friendly,26,52,10.5,65,2,5.76,33,74.44,64.45,78,6,9,120
Gujarat Titans,Chennai Super Kings,M. Chinnaswamy Stadium,green,35,60,6.0,44,1,6.7,22,84.22,72.36,42,3,3,147
Royal Challengers Bangalore,Sunrisers Hyderabad,Narendra Modi Stadium,dry,35,81,9.7,74,2,7.46,29,96.4,92.55,73,5,3,151
Chennai Super Kings,Lucknow Super Giants,Eden Gardens,flat,33,68,8.5,98,0,10.38,33,140.21,134.38,25,7,7,239
Sunrisers Hyderabad,Kolkata Knight Riders,Arun Jaitley Stadium,slow,26,43,5.4,30,2,5.62,17,72.6,60.72,44,2,5,120
Sunrisers Hyderabad,Mumbai Indians,Arun Jaitley Stadium,slow,25,75,16.3,93,1,5.71,26,76.63,59.03,64,6,5,123
Gujarat Titans,Punjab Kings,Ekana Cricket Stadium,batting friendly,32,58,18.7,148,7,7.43,47,99.54,81.21,55,16,6,164
Gujarat Titans,Rajasthan Royals,Narendra Modi Stadium,flat,32,40,19.9,150,3,8.05,38,103.32,98.0,47,10,9,160
Gujarat Titans,Lucknow Super Giants,PCA Stadium,bowling friendly,27,90,17.9,87,5,4.5,22,59.36,47.44,66,8,13,120
Rajasthan Royals,Sunrisers Hyderabad,Eden Gardens,dry,40,66,16.5,116,5,6.65,30,85.78,78.59,14,10,11,144
Rajasthan Royals,Lucknow Super Giants,Ekana Cricket Stadium,green,25,65,18.7,105,5,5.88,30,81.24,68.38,57,7,11,120
Mumbai Indians,Delhi Capitals,Rajiv Gandhi International Stadium,flat,32,65,11.4,117,0,9.96,47,123.65,104.56,80,12,8,209
Punjab Kings,Royal Challengers Bangalore,M. Chinnaswamy Stadium,bowling friendly,32,52,18.3,115,1,5.92,34,72.68,60.02,30,11,13,132
Royal Challengers Bangalore,Delhi Capitals,Arun Jaitley Stadium,batting friendly,33,37,5.6,51,2,8.03,30,97.58,84.71,47,4,8,186
Sunrisers Hyderabad,Punjab Kings,Ekana Cricket Stadium,green,25,85,6.8,34,3,4.65,14,57.36,53.79,78,2,9,120
Lucknow Super Giants,Rajasthan Royals,M. Chinnaswamy Stadium,balanced,37,76,8.4,61,1,7.93,24,103.01,82.4,60,5,13,148
Punjab Kings,Kolkata Knight Riders,Narendra Modi Stadium,batting friendly,32,34,10.8,91,4,8.37,40,105.18,87.79,37,10,3,171
Delhi Capitals,Gujarat Titans,PCA Stadium,flat,32,63,14.0,117,2,8.23,47,111.73,96.52,20,10,12,174
Punjab Kings,Delhi Capitals,Wankhede Stadium,slow,32,66,17.4,96,3,4.97,26,63.37,62.3,45,6,12,120
Lucknow Super Giants,Punjab Kings,Eden Gardens,batting friendly,39,33,12.7,120,2,8.99,53,124.19,105.65,83,12,14,195
Rajasthan Royals,Sunrisers Hyderabad,Ekana Cricket Stadium,slow,25,42,12.6,66,6,4.85,31,63.8,51.65,32,4,13,120
Sunrisers Hyderabad,Gujarat Titans,Sawai Mansingh Stadium,slow,31,84,8.5,44,5,5.38,19,67.67,65.45,47,3,4,120
Punjab Kings,Lucknow Super Giants,Sawai Mansingh Stadium,batting friendly,27,83,7.5,68,3,8.24,25,109.25,89.37,78,6,7,181
Sunrisers Hyderabad,Lucknow Super Giants,Narendra Modi Stadium,slow,26,83,16.8,83,6,4.81,24,64.06,57.2,48,5,7,120
Mumbai Indians,Gujarat Titans,Sawai Mansingh Stadium,batting friendly,31,41,9.1,74,2,7.64,24,94.52,88.26,63,4,4,159
Sunrisers Hyderabad,Kolkata Knight Riders,Rajiv Gandhi International Stadium,flat,33,51,5.8,63,0,9.97,39,121.17,125.93,43,5,4,221
Punjab Kings,Chennai Super Kings,Wankhede Stadium,flat,36,83,11.1,90,6,7.71,47,97.69,95.93,10,10,10,159
Royal Challengers Bangalore,Sunrisers Hyderabad,Narendra Modi Stadium,batting friendly,29,43,10.2,92,5,8.43,50,108.34,87.6,52,7,6,185
Sunrisers Hyderabad,Chennai Super Kings,Eden Gardens,green,36,78,15.2,83,5,5.37,24,73.48,68.48,40,5,14,120
Chennai Super Kings,Mumbai Indians,Rajiv Gandhi International Stadium,green,34,37,9.2,43,2,5.11,18,68.6,52.13,77,3,7,120
Punjab Kings,Rajasthan Royals,M. Chinnaswamy Stadium,flat,28,62,15.1,150,3,9.36,57,112.87,111.95,26,13,15,199
Gujarat Titans,Kolkata Knight Riders,Wankhede Stadium,green,25,52,9.9,54,4,4.77,15,57.62,60.28,28,5,13,120
Delhi Capitals,Chennai Super Kings,Eden Gardens,batting friendly,36,42,5.9,58,2,8.59,31,117.73,103.61,24,3,5,195
Chennai Super Kings,Lucknow Super Giants,Sawai Mansingh Stadium,flat,33,59,17.9,170,4,9.54,57,118.06,106.33,75,15,7,185
Mumbai Indians,Delhi Capitals,Narendra Modi Stadium,bowling friendly,40,80,17.6,93,0,4.97,24,64.63,50.64,44,8,6,120
Gujarat Titans,Delhi Capitals,Arun Jaitley Stadium,balanced,31,42,20.0,130,10,6.26,32,81.76,68.51,10,13,5,140
Gujarat Titans,Rajasthan Royals,Sawai Mansingh Stadium,slow,39,49,17.0,78,9,4.5,22,56.24,57.07,61,7,7,120
Rajasthan Royals,Gujarat Titans,M. A. Chidambaram Stadium,flat,26,80,16.5,135,0,8.24,51,111.41,92.58,40,8,3,169
Chennai Super Kings,Rajasthan Royals,Eden Gardens,bowling friendly,35,56,6.4,31,4,5.26,18,66.53,66.83,62,2,3,120
Kolkata Knight Riders,Mumbai Indians,M. A. Chidambaram Stadium,slow,27,57,14.4,86,5,5.35,31,67.12,66.83,62,7,13,122
Punjab Kings,Delhi Capitals,Wankhede Stadium,balanced,28,54,6.7,42,1,7.09,22,95.5,86.01,74,3,7,124
Rajasthan Royals,Chennai Super Kings,PCA Stadium,flat,40,76,16.9,153,5,8.79,42,114.07,105.04,13,17,13,186
Royal Challengers Bangalore,Lucknow Super Giants,Rajiv Gandhi International Stadium,slow,39,40,16.1,81,9,4.5,26,62.16,50.29,28,8,13,120
Lucknow Super Giants,Mumbai Indians,Arun Jaitley Stadium,balanced,34,30,12.5,90,2,6.82,40,82.79,70.28,21,8,13,147
Mumbai Indians,Kolkata Knight Riders,M. Chinnaswamy Stadium,balanced,36,34,13.0,94,3,7.03,35,86.32,86.28,24,6,11,150
Rajasthan Royals,Sunrisers Hyderabad,Sawai Mansingh Stadium,balanced,29,36,16.8,106,9,6.4,34,80.46,66.95,47,9,15,133
Mumbai Indians,Kolkata Knight Riders,Arun Jaitley Stadium,batting friendly,31,59,19.6,158,0,8.73,45,116.44,109.46,47,12,4,168
Sunrisers Hyderabad,Lucknow Super Giants,Arun Jaitley Stadium,bowling friendly,27,87,7.5,51,1,5.68,21,77.53,70.05,75,4,5,138
Lucknow Super Giants,Royal Challengers Bangalore,Sawai Mansingh Stadium,bowling friendly,34,79,10.5,55,2,4.86,28,59.76,54.41,50,3,15,120
Chennai Super Kings,Sunrisers Hyderabad,Arun Jaitley Stadium,bowling friendly,36,32,18.7,88,9,4.5,21,57.42,50.0,10,7,5,120
Rajasthan Royals,Delhi Capitals,Wankhede Stadium,flat,26,44,11.4,97,6,7.98,45,100.08,89.85,59,6,2,169
Punjab Kings,Chennai Super Kings,M. Chinnaswamy Stadium,flat,27,54,13.0,102,6,8.22,43,110.25,97.72,10,8,5,153
Rajasthan Royals,Sunrisers Hyderabad,M. A. Chidambaram Stadium,dry,29,71,12.3,87,2,6.88,32,94.86,77.5,37,8,5,140
Mumbai Indians,Royal Challengers Bangalore,Narendra Modi Stadium,slow,38,66,17.2,111,1,6.38,31,84.61,74.69,76,8,8,131
Rajasthan Royals,Kolkata Knight Riders,Wankhede Stadium,slow,38,82,18.1,97,7,5.33,25,73.2,59.28,36,8,7,120
Punjab Kings,Sunrisers Hyderabad,Eden Gardens,slow,29,42,10.2,58,2,5.79,36,70.61,59.19,32,6,10,120
Kolkata Knight Riders,Royal Challengers Bangalore,Ekana Cricket Stadium,balanced,32,60,7.5,45,4,6.59,22,83.55,74.04,21,2,4,120
Royal Challengers Bangalore,Punjab Kings,Narendra Modi Stadium,balanced,29,85,5.0,48,1,7.81,29,109.3,83.69,33,4,8,191
Lucknow Super Giants,Gujarat Titans,Narendra Modi Stadium,batting friendly,27,44,6.9,58,2,8.27,31,111.55,83.08,72,4,3,173
Sunrisers Hyderabad,Kolkata Knight Riders,M. A. Chidambaram Stadium,green,25,75,11.2,58,5,4.83,28,60.18,55.2,41,5,4,120
Kolkata Knight Riders,Gujarat Titans,Sawai Mansingh Stadium,dry,35,59,15.5,108,2,7.0,38,91.25,78.71,58,10,12,143
Punjab Kings,Gujarat Titans,PCA Stadium,balanced,31,74,12.7,92,5,7.03,38,89.65,73.46,74,7,7,140
Chennai Super Kings,Sunrisers Hyderabad,M. Chinnaswamy Stadium,dry,25,49,18.1,118,6,6.6,40,83.46,85.47,48,8,15,138
Delhi Capitals,Kolkata Knight Riders,Arun Jaitley Stadium,bowling friendly,37,82,11.9,57,5,4.5,22,59.3,49.07,16,3,3,120
Chennai Super Kings,Royal Challengers Bangalore,Narendra Modi Stadium,green,39,89,8.0,43,4,5.12,18,68.33,65.23,27,4,10,120
Mumbai Indians,Gujarat Titans,Sawai Mansingh Stadium,batting friendly,36,78,17.2,155,2,8.86,46,110.5,106.16,53,15,8,184
Kolkata Knight Riders,Punjab Kings,Arun Jaitley Stadium,bowling friendly,31,89,7.2,28,3,4.5,14,60.93,46.22,57,2,6,120
Sunrisers Hyderabad,Rajasthan Royals,M. A. Chidambaram Stadium,flat,39,80,18.5,161,5,8.24,50,110.46,103.86,35,14,4,174
Chennai Super Kings,Mumbai Indians,Eden Gardens,dry,33,38,12.0,84,4,6.83,36,88.27,83.61,13,6,7,149
Lucknow Super Giants,Punjab Kings,Rajiv Gandhi International Stadium,batting friendly,36,78,10.6,93,0,8.01,48,111.74,99.7,50,8,4,181
Punjab Kings,Lucknow Super Giants,Rajiv Gandhi International Stadium,balanced,29,54,6.4,50,1,7.63,28,98.33,85.82,80,5,13,165
Sunrisers Hyderabad,Gujarat Titans,Ekana Cricket Stadium,balanced,37,80,8.7,72,3,7.36,23,96.13,85.21,72,7,8,161
Sunrisers Hyderabad,Lucknow Super Giants,Narendra Modi Stadium,slow,26,87,5.4,35,3,5.7,19,74.61,64.64,18,3,9,127
Lucknow Super Giants,Royal Challengers Bangalore,Wankhede Stadium,balanced,25,84,6.0,48,0,8.01,28,108.54,90.36,67,4,5,159
Gujarat Titans,Punjab Kings,Rajiv Gandhi International Stadium,flat,31,34,6.3,64,3,9.32,32,129.14,121.03,39,6,6,204
Delhi Capitals,Gujarat Titans,Ekana Cricket Stadium,bowling friendly,29,69,9.3,49,4,4.81,17,59.9,60.3,43,4,10,120
Mumbai Indians,Lucknow Super Giants,Rajiv Gandhi International Stadium,flat,36,74,16.4,153,4,9.64,54,118.43,124.47,36,14,9,188
Rajasthan Royals,Mumbai Indians,PCA Stadium,batting friendly,39,58,16.7,152,4,8.86,54,123.07,90.45,29,10,6,183
Delhi Capitals,Sunrisers Hyderabad,M. A. Chidambaram Stadium,green,27,56,7.0,43,2,5.54,20,69.83,69.66,75,4,3,128
Kolkata Knight Riders,Chennai Super Kings,Narendra Modi Stadium,flat,33,49,5.9,55,0,9.95,39,137.82,114.41,29,4,5,195
Chennai Super Kings,Sunrisers Hyderabad,Narendra Modi Stadium,slow,30,68,7.3,40,1,5.98,21,80.51,71.46,83,3,2,120
Kolkata Knight Riders,Delhi Capitals,Rajiv Gandhi International Stadium,dry,28,63,13.3,89,3,6.09,34,81.46,73.73,44,6,8,135
Mumbai Indians,Rajasthan Royals,M. Chinnaswamy Stadium,batting friendly,27,32,7.5,63,3,8.36,29,104.51,89.64,30,5,12,166
Rajasthan Royals,Punjab Kings,Ekana Cricket Stadium,slow,32,49,11.4,67,2,5.36,33,70.0,55.2,80,6,2,120
Sunrisers Hyderabad,Delhi Capitals,Rajiv Gandhi International Stadium,batting friendly,34,73,17.5,138,5,7.66,41,92.13,97.48,16,8,12,165
Sunrisers Hyderabad,Royal Challengers Bangalore,Sawai Mansingh Stadium,dry,26,30,12.8,90,1,7.2,42,86.64,83.98,80,6,3,149
Rajasthan Royals,Gujarat Titans,Arun Jaitley Stadium,batting friendly,35,61,12.9,94,5,7.51,38,97.41,87.38,32,8,10,146
Delhi Capitals,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,bowling friendly,39,60,10.4,49,6,4.5,22,54.91,57.08,61,5,10,120
Sunrisers Hyderabad,Punjab Kings,M. Chinnaswamy Stadium,batting friendly,28,81,9.5,64,2,7.21,21,91.49,79.43,30,6,5,132
Gujarat Titans,Sunrisers Hyderabad,Wankhede Stadium,dry,33,82,12.0,67,7,5.81,33,70.99,72.65,62,6,11,120
Delhi Capitals,Royal Challengers Bangalore,M. Chinnaswamy Stadium,batting friendly,33,84,5.7,53,3,8.4,30,104.05,103.48,37,4,12,185
Mumbai Indians,Lucknow Super Giants,M. A. Chidambaram Stadium,green,30,78,8.2,50,3,5.45,18,74.81,70.34,71,3,5,124
Royal Challengers Bangalore,Punjab Kings,Ekana Cricket Stadium,balanced,27,63,15.3,113,5,6.97,44,96.71,87.39,69,11,5,146
Gujarat Titans,Lucknow Super Giants,Eden Gardens,balanced,34,45,8.6,56,5,6.47,23,78.37,81.16,47,4,6,134
Chennai Super Kings,Delhi Capitals,Eden Gardens,flat,36,30,6.5,62,2,9.23,32,111.53,93.41,40,4,5,188
Royal Challengers Bangalore,Mumbai Indians,Eden Gardens,balanced,27,51,16.2,125,1,7.71,46,101.37,95.88,44,10,7,153
Delhi Capitals,Kolkata Knight Riders,Sawai Mansingh Stadium,balanced,40,56,7.5,68,1,8.38,31,115.72,84.43,28,4,13,178
Royal Challengers Bangalore,Mumbai Indians,Narendra Modi Stadium,flat,39,79,5.5,63,0,10.06,32,138.86,116.41,89,5,10,231
Gujarat Titans,Rajasthan Royals,Rajiv Gandhi International Stadium,dry,37,71,5.7,48,0,7.67,26,102.15,77.17,77,3,11,174
Rajasthan Royals,Lucknow Super Giants,Rajiv Gandhi International Stadium,batting friendly,35,80,9.1,73,0,7.94,26,106.29,88.03,88,6,6,163
Delhi Capitals,Rajasthan Royals,Arun Jaitley Stadium,bowling friendly,37,63,9.0,51,1,5.72,17,78.91,58.4,33,4,15,120
Mumbai Indians,Rajasthan Royals,Ekana Cricket Stadium,green,33,84,7.9,43,2,6.11,21,77.25,63.74,29,3,4,120
Mumbai Indians,Sunrisers Hyderabad,M. A. Chidambaram Stadium,slow,32,55,5.6,29,3,5.11,15,61.32,63.8,61,2,4,120
Rajasthan Royals,Gujarat Titans,Rajiv Gandhi International Stadium,bowling friendly,39,79,12.4,70,0,5.9,36,77.96,65.64,43,6,8,120
Chennai Super Kings,Kolkata Knight Riders,Arun Jaitley Stadium,bowling friendly,35,68,18.8,83,10,4.5,21,56.89,53.04,10,6,4,120
Sunrisers Hyderabad,Lucknow Super Giants,M. A. Chidambaram Stadium,bowling friendly,30,56,10.3,60,6,5.19,24,64.32,58.75,44,3,9,120
Kolkata Knight Riders,Sunrisers Hyderabad,PCA Stadium,dry,34,39,15.8,120,1,7.63,47,92.09,93.22,57,12,11,154
Delhi Capitals,Kolkata Knight Riders,M. Chinnaswamy Stadium,green,30,50,18.5,92,7,5.18,25,69.62,57.46,38,7,11,120
Chennai Super Kings,Lucknow Super Giants,Sawai Mansingh Stadium,balanced,29,81,5.6,35,1,7.12,22,88.16,80.73,71,2,9,131
Gujarat Titans,Sunrisers Hyderabad,Sawai Mansingh Stadium,flat,27,61,13.1,120,3,8.7,42,120.75,107.63,59,12,15,192
Gujarat Titans,Mumbai Indians,Sawai Mansingh Stadium,balanced,32,82,12.5,88,0,7.11,33,86.5,81.31,64,8,6,141
Royal Challengers Bangalore,Rajasthan Royals,M. A. Chidambaram Stadium,balanced,33,62,17.3,121,3,6.72,40,81.49,67.63,67,10,5,149
Punjab Kings,Delhi Capitals,Rajiv Gandhi International Stadium,slow,36,36,13.9,104,0,7.01,37,84.74,70.25,68,7,10,150
Chennai Super Kings,Lucknow Super Giants,Ekana Cricket Stadium,balanced,31,57,15.6,138,1,8.26,47,105.1,101.22,51,9,11,182
Royal Challengers Bangalore,Gujarat Titans,Rajiv Gandhi International Stadium,batting friendly,36,36,15.7,136,6,8.14,50,105.67,101.25,63,11,9,170
Royal Challengers Bangalore,Gujarat Titans,Sawai Mansingh Stadium,flat,31,54,18.7,171,3,9.36,57,123.36,96.55,46,14,5,185
Gujarat Titans,Rajasthan Royals,M. A. Chidambaram Stadium,green,25,32,8.6,56,1,6.09,23,77.09,78.45,68,5,8,138
Rajasthan Royals,Sunrisers Hyderabad,Wankhede Stadium,balanced,36,86,19.9,124,10,6.06,30,72.93,65.6,24,12,6,134
Kolkata Knight Riders,Punjab Kings,Eden Gardens,slow,31,37,9.9,67,0,6.75,20,81.36,80.4,77,6,15,140
